"","Good_Bad","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","UID","EtoI_Percent"
"537","Good","PROF349","KOLKATA","MARUTI SUZUKI OMNI 8 SEATER BS II PETROL 2014",220000,124250,4513,36,"Y","CUSTOMER","",42,17,3,"",20,30000,15,"Y",5,"Y","O",20000,100000,20,0,"Y",1,"Y","LOAN WILL BE USE FOR PURCHESE OF 1 NO MARUTI OMNI CAR",NA,"BASHIRHAT","POSITIVE","N","SEP",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,30000,15,537,15.04
"538","Bad","PROF265","MADURAI","HYUNDAI GRAND I10 MAGNA 1.1 CRDI DIESEL 2013",500000,404250,10949,60,"Y","HUSBAND","L",33,2,3,"PR006",0,55000,10,"Y",1,"N","R",0,0,0,3,"Y",2,"N","FAMILY USE",2,"MADURAI","POSITIVE","N","SEP",10,"INCHARGE",NA,0,NA,NA,NA,0,0,"Y",10000,45000,24,538,24.33
"539","Good","PROF235","BHOPAL","MAHINDRA XYLO D2 BS IV DIESEL 2011",425000,354250,13309,36,"Y","SELF","O",58,48,3,"PR005",0,240000,17,"Y",5,"N","O",0,0,0,0,"Y",2,"N","BUSINESS PURPOSE",1,"CHHINDWARA","POSITIVE","N","SEP",17,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",60000,180000,7,539,7.39
"550","Good","PROF273","GWALIOR","MARUTI SUZUKI ALTO K10 VXI PETROL 2014",260000,204250,7691,36,"Y","HUSBAND","O",20,3,3,"PR002",0,35000,1,"Y",5,"N","O",0,0,0,0,"Y",2,"N","PERSONAL USE",2,"","POSITIVE","N","SAL",1,"NURSE",NA,0,NA,NA,NA,0,0,"Y",10000,25000,31,550,30.76
"551","Good","PROF207","INDORE ","CHEVROLET BEAT LT DIESEL 2013",400000,354250,8857,60,"Y","SELF","O",43,43,3,"PR005",0,28000,5,"Y",5,"N","O",0,0,0,0,"N",1,"Y","PERSONAL",1,"INDORE","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",11500,16500,58,551,53.68
"553","Good","PROF262","SURAT","HYUNDAI I20 SPORTZ 1.2 BS IV PETROL 2011",400000,304250,10987,36,"Y","APPLICANT","O",25,10,3,"PR006",0,65000,7,"Y",6,"Y","O",0,0,0,0,"Y",1,"Y","SELF",2,"SURAT","POSITIVE","N","SEP",5,"EMBROIDERY HAND JOB INCOME ",NA,0,NA,NA,NA,0,0,"Y",21242,43758,34,553,25.11
"555","Good","PROF252","MYSORE","MAHINDRA XUV500 W10 FWD DIESEL 2015",1501888,808500,21430,60,"Y","SELF","R",42,2,3,"PR008",60,135000,20,"N",NA,"N","O",2e+05,0,40,2,"Y",1,"N","PURCHASE OF VEHICLE",1,"MYSORE","POSITIVE","N","AGR",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",50000,85000,25,555,25.21
"556","Good","PROF109","TIRUNELVELI ","MAHINDRA SCORPIO SLX 2.6 TURBO 8 STR DIESEL 2007",400000,204250,13560,18,"Y","COAPPLICANT","O",12,12,3,"PR005",40,60000,12,"Y",5,"N","R",350000,100000,30,2,"Y",2,"N","APPLICANT",1,"NAGERCOIL","POSITIVE","N","SEP",12,"PROPEIRATOR",NA,0,NA,NA,NA,0,0,"Y",0,60000,23,556,22.6
"557","Bad","PROF278","CHENNAI I","FORD ECOSPORT AMBIENTE 1.5 TDCI DIESEL 2013",700000,604250,17624,48,"Y","BORROWER","O",20,20,3,"PR005",0,2e+05,5,"Y",1,"Y","R",0,0,0,5,"Y",2,"N","BUSINESS PURPOSE",1,"CHENNAI","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",14000,186000,16,557,9.48
"558","Bad","PROF235","BHOPAL","TATA SAFARI 4X4 EX DIESEL 2011",550000,304250,8874,48,"Y","SELF","O",20,20,3,"PR006",60,2e+05,25,"N",5,"Y","L",2e+06,4000000,30,40,"N",2,"N","PURCHASE THE VEHICLE",1,"BHOPAL","POSITIVE","N","SEP",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",100000,100000,9,558,8.87
"559","Good","PROF356","VISAKHAPATNAM","HYUNDAI VERNA CRDI 1.6 EX AT DIESEL 2011",550000,454250,13821,48,"Y","SELF","O",30,13,3,"PR005",0,50000,10,"Y",1,"N","O",0,0,0,2,"Y",1,"Y","SELF",2,"VIZAG","POSITIVE","N","SEP",10,"BUILDING MATERIAL CONTRACTS",NA,0,NA,NA,NA,0,0,"Y",0,50000,28,559,27.64
"562","Good","PROF258","MADURAI","MAHINDRA SCORPIO VLX BS III DIESEL 2011",650000,454250,12420,60,"Y","SELF","O",3,3,3,"PR006",0,60000,4,"Y",5,"Y","O",0,0,0,20,"Y",2,"N","PERSONAL USE",1,"MADURAI","POSITIVE","N","SEP",4,"INCHARGE SPOUSE IS PROP",NA,0,NA,NA,NA,0,0,"Y",30000,30000,41,562,41.4
"563","Good","PROF256","MYSORE","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010",380000,154250,5680,36,"Y","owner","O",50,36,3,"PR006",0,25000,18,"Y",5,"N","O",0,0,0,2,"N",1,"Y","PURCHASE VEHICHLE",1,"BANTWAL","POSITIVE","N","SEP",15,"WHOLESALE DEALER",NA,0,NA,NA,NA,0,0,"Y",0,25000,23,563,22.72
"564","Good","PROF358","VIJAYAWADA","MARUTI SUZUKI ERTIGA ZDI DIESEL 2014",650000,600000,15235,60,"Y","PROPRITOR","O",30,30,3,"PR005",0,102000,15,"Y",5,"Y","O",0,0,0,2,"Y",1,"N","PURCHASE OF THE VEHICLE",1,"GUDIVADA","POSITIVE","N","SEP",15,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",35450,66550,37,564,22.89
"565","Good","PROF397","VISAKHAPATNAM","FORD FIGO 1.4 TDCI DIESEL 2010",250000,204250,7802,36,"Y","SELF","O",12,12,3,"PR005",0,150000,12,"Y",1,"Y","R",0,0,0,2,"Y",2,"Y","SELF",1,"VIZAG","POSITIVE","N","SEP",12,"SELF",NA,0,NA,NA,NA,0,0,"Y",50000,100000,8,565,7.8
"566","Good","PROF107","KOLKATA","MARUTI SUZUKI WAGON R VXI PETROL 2008",180000,104250,5322,24,"Y","SELF","O",29,29,3,"PR005",0,20000,9,"Y",5,"N","O",0,0,0,0,"Y",1,"Y","NOT",1,"","POSITIVE","N","SEP",9,"LICI AGENT",NA,0,NA,NA,NA,0,0,"Y",1000,19000,28,566,28.01
"567","Good","PROF252","RAIPUR ","MARUTI SUZUKI RITZ LDI BS IV DIESEL 2013",330000,284250,12166,30,"Y","SELF","O",20,20,3,"PR007",0,50000,15,"N",5,"N","O",0,0,0,5,"Y",1,"N","PERSONAL",1,"DURG","POSITIVE","N","AGR",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",15000,35000,35,567,34.76
"568","Good","PROF227","SURAT","HONDA AMAZE 1.5 SMT I DTEC DIESEL 2013",500000,404250,11791,48,"Y","MOTHER","O",20,3,3,"PR002",0,55000,4,"Y",6,"N","O",0,0,0,0,"Y",2,"N","SELF",1,"SURAT","POSITIVE","N","SAL",4,"SENIOR ACCOUNTANT ",NA,0,NA,NA,NA,0,0,"Y",10000,45000,26,568,26.2
"569","Good","PROF252","MYSORE","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2012",500000,404250,11983,48,"Y","APPLICANT","O",30,30,3,"PR008",0,34000,2,"N",NA,"N","O",0,0,0,2,"Y",1,"N","VIHICLE PURCHASE",1,"DAVANGERE","POSITIVE","N","AGR",10,"FORMER",NA,0,NA,NA,NA,0,0,"Y",8000,26000,46,569,46.09
"570","Good","PROF245","ERNAKULAM","FORD FIGO EXI DURATORQ 1.4 DIESEL 2012",350000,254250,6717,60,"Y","APPLICANT","O",50,50,3,"PR005",0,45000,6,"Y",4,"N","R",0,0,0,1,"Y",2,"N","SALE PURCHASE",1,"CHERANELLOOR","POSITIVE","N","SEP",6,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",9365,35635,36,570,18.85
"572","Good","PROF247","VIJAYAWADA","TATA SAFARI STORME 2.2 EX 4X2 DIESEL 2013",600000,500000,18581,36,"Y","APPLICANT","R",30,4,3,"PR005",0,150000,15,"N",NA,"N","R",0,0,0,3,"Y",2,"N","VEHICLE",1,"VIJAYAWADA","POSITIVE","N","SEP",10,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",20000,130000,14,572,14.29
"573","Good","PROF096","BANGALORE ","TOYOTA INNOVA 2.5 VX 7 STR BS IV DIESEL 2016",950000,908500,24575,60,"Y","APPLICANT ","O",40,40,3,"PR005",0,360000,20,"Y",5,"N","O",0,0,0,5,"N",1,"Y","PURCHASE OF  USED INNOVA ",1,"","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",80000,280000,9,573,8.78
"574","Good","PROF066","HYDERABAD","MARUTI SUZUKI SWIFT VDI DIESEL 2008",334000,284000,10699,36,"Y","PROPRIETOR ","R",17,3,3,"PR005",80,80000,12,"Y",5,"N","R",80000,0,80,8,"N",1,"Y","PERSONAL ",1,"HYDERABAD ","POSITIVE","N","SEP",12,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",12000,68000,16,574,15.73
"577","Good","PROF318","ORISSA","MAHINDRA BOLERO XL 9 STR DIESEL 2014",600000,454250,11357,60,"Y","HIERE","O",10,30,6,"PR005",12,70000,15,"Y",1,"N","R",6e+05,1000000,10,3,"Y",2,"N","APPLICANT ",1,"BALASORE ","POSITIVE","N","SEP",10,"PROPAITOR ",NA,0,NA,NA,NA,0,0,"Y",30000,40000,28,577,28.39
"578","Bad","PROF301","CHENNAI I","TOYOTA INNOVA 2.5 E 8 STR DIESEL 2011",900000,850000,22313,60,"Y","APPLICANT","O",35,25,3,"PR004",0,2500000,10,"Y",5,"Y","R",8600000,11700000,0,8,"Y",2,"N","APPLCIANT",1,"CHENNAI","POSITIVE","N","SEP",10,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",0,2500000,1,578,0.89
"579","Good","PROF289","KARIMNAGAR","VOLKSWAGEN VENTO HIGHLINE DIESEL 2014",500000,454250,13628,48,"Y","PROPRIETOR","O",20,6,3,"PR005",0,128000,19,"Y",5,"N","R",0,0,0,2,"Y",1,"N","APPLICANT",1,"WARANGAL","POSITIVE","N","SEP",19,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,128000,11,579,10.65
"581","Good","PROF227","SALEM","VOLKSWAGEN VENTO 1.6 CR MT DIESEL 2011",598332,349250,10478,48,"Y","APPLICANT","R",2,6,3,"PR002",0,35000,7,"Y",1,"N","R",0,0,0,0,"Y",2,"N","VECHILE PURCHASE",1,"HOSUR","POSITIVE","N","SAL",1,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",12000,23000,46,581,45.56
"582","Good","PROF176","ORISSA","HYUNDAI XCENT S 1.1 CRDI DIESEL 2015",650000,454250,12038,60,"Y","SELF","O",30,15,3,"PR005",20,110000,10,"Y",6,"N","R",2e+05,0,10,3,"Y",2,"N","PAY TO SELLER",1,"BOLANGIR ","POSITIVE","N","SEP",10,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",36000,74000,44,582,16.27
"583","Good","PROF207","BANGALORE","TOYOTA INNOVA 2.5 G 8 STR BS III DIESEL 2011",650000,608500,15720,60,"Y","APPLICANT ","O",25,5,3,"PR005",0,50000,5,"N",NA,"N","O",0,0,0,2,"Y",2,"N","PERSONAL ",4,"BANGLORE ","NEGATIVE","N","SEP",5,"PROPREITOR ",NA,0,NA,NA,NA,0,0,"Y",0,50000,31,583,31.44
"584","Good","PROF279","JODHPUR","HYUNDAI VERNA CRDI SX 1.6 DIESEL 2012",350000,304250,11494,36,"Y","SELF","O",34,11,3,"PR005",0,1e+05,6,"Y",5,"N","O",0,0,0,0,"Y",1,"Y","SALE PURCHASE",1,"JODHPUR","POSITIVE","N","SEP",6,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",25000,75000,15,584,15.33
"586","Good","PROF247","NAGPUR","MAHINDRA SCORPIO EX DIESEL 2012",650000,450000,13635,48,"Y","SELF","O",33,33,3,"PR005",0,80000,4,"Y",5,"N","R",250000,0,30,0,"Y",2,"N","PERSONAL AS WELL AS CAPTIVE BUSINESS USE",1,"NAGPUR","POSITIVE","N","SEP",4,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,80000,17,586,17.04
"587","Good","PROF245","AURANGABAD","MARUTI SUZUKI ERTIGA VDI DIESEL 2013",400000,304250,9191,48,"Y","SELF","O",60,30,3,"PR005",0,50000,7,"Y",1,"N","R",0,0,0,2,"Y",1,"Y","APPLICANT ",1,"BARAMATI","POSITIVE","N","SEP",7,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",10000,40000,23,587,22.98
"589","Good","PROF211","KOLKATA","MAHINDRA BOLERO PLUS DIESEL 2013",410000,354250,10333,48,"Y","OWNER","O",49,49,3,"PR005",0,50000,15,"N",5,"N","O",3e+05,0,0,16,"Y",1,"N","LOAN WILL BE USE FOR PURCHESING A USED BOLERO WHICH WILL",1,"","POSITIVE","N","SEP",15,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,21,589,20.67
"590","Bad","PROF145","NAGPUR","HYUNDAI VERNA CRDI 1.6 EX AT DIESEL 2012",780000,638500,16953,60,"Y","SELF","O",29,29,3,"PR005",0,210000,6,"Y",1,"N","O",0,0,0,0,"Y",2,"N","PERSONAL ",1,"NAGPUR","POSITIVE","N","SEP",6,"PROP",NA,0,NA,NA,NA,0,0,"Y",111362,98638,61,590,17.19
"591","Good","PROF067","ORISSA","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2012",700000,384250,11688,48,"Y","BROTHER","O",30,30,3,"PR001",100,25800,11,"Y",1,"N","O",25800,25800,100,1,"Y",2,"N","APPLICANTS ",1,"DHENKANAL","POSITIVE","N","SAL",11,"CONSTABLE",NA,0,NA,NA,NA,0,0,"Y",2000,23800,49,591,49.11
"593","Good","PROF200","MYSORE","MARUTI SUZUKI SWIFT VDI DIESEL 2009",310000,264250,8200,48,"Y","APPLICANT","O",45,45,3,"PR002",0,22000,10,"Y",6,"N","O",0,0,0,0,"N",2,"N","APPLICANT",1,"MYSORE","POSITIVE","N","SAL",10,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",7000,15000,55,593,54.67
"594","Bad","PROF297","TIRUNELVELI ","MAHINDRA BOLERO SLX DIESEL 2012",500000,404250,12970,48,"Y","APPLICANT ","O",40,40,3,"PR005",0,40000,15,"Y",5,"Y","O",0,0,0,0,"Y",2,"Y","FAMILY ",1,"","POSITIVE","N","SEP",15,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,32,594,32.42
"595","Good","PROF283","KOLKATA","MAHINDRA SCORPIO LX BS III DIESEL 2010",900000,354250,13354,36,"Y","SELF","O",31,31,3,"PR005",0,23105,6,"Y",1,"N","O",0,0,0,12,"Y",1,"N","0",1,"","POSITIVE","N","SEP",6,"PROPERTIES ",NA,0,NA,NA,NA,0,0,"Y",0,23105,58,595,57.8
"596","Good","PROF245","MYSORE","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2010",900000,708500,18398,60,"Y","APPLICANT ","O",15,5,3,"PR005",0,80000,5,"Y",5,"N","O",0,0,0,1,"Y",1,"Y","PERSONAL USE",1,"MYSORE","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",25000,55000,33,596,33.45
"597","Good","PROF245","BANGALORE ","MARUTI SUZUKI SWIFT ZDI DIESEL 2014",400000,350000,10938,48,"Y","APPLICANT ","O",25,10,3,"PR005",0,80000,10,"Y",5,"N","O",0,0,0,0,"N",2,"Y","PURCHASE OF USED CAR SWIFT ",1,"BANGALORE ","POSITIVE","N","SEP",10,"LAND LORD ",NA,0,NA,NA,NA,0,0,"Y",0,80000,14,597,13.67
"598","Good","PROF247","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013",550000,504250,14809,48,"Y","SELF","O",40,40,3,"PR006",0,90000,15,"N",5,"N","O",0,0,0,0,"N",2,"N","APPLICANT",1,"","POSITIVE","N","SEP",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,90000,16,598,16.45
"599","Good","PROF356","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2010",300000,284250,10502,36,"Y","APPLICANT","O",25,25,3,"PR005",0,125000,6,"Y",1,"N","R",1500000,3500000,0,5,"Y",2,"N","APPLICANT",1,"WARANGAL","POSITIVE","N","SEP",2,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",40000,85000,12,599,12.36
"620","Bad","PROF058","JAIPUR","MAHINDRA BOLERO SLX 4WD DIESEL 2010",350000,304250,11494,36,"Y","SELF","O",41,41,3,"PR007",0,24000,20,"N",5,"N","O",0,0,0,0,"Y",1,"N","REFINANCE",1,"","POSITIVE","N","AGR",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",2000,22000,52,620,52.25
"622","Good","PROF252","MYSORE","FORD FIGO 1.4 TDCI DIESEL 2010",400000,254250,7749,48,"Y","APPLICANT ","R",15,2,3,"PR007",0,45000,10,"Y",5,"Y","O",0,0,0,1,"N",1,"N","PERSONAL USE ",1,"MYSORE ","POSITIVE","N","AGR",10,"AGRICULTURIST",NA,0,NA,NA,NA,0,0,"Y",15000,30000,26,622,25.83
"623","Good","PROF227","MYSORE","MARUTI SUZUKI OMNI E MPI STD PETROL 2014",220000,154250,5510,36,"Y","FATHER","O",25,25,3,"PR002",75,27000,4,"Y",2,"N","O",35000,25000,50,45,"Y",2,"N","SELF",2,"BELTHANGADY","POSITIVE","N","SAL",4,"OPERATOR",NA,0,NA,NA,NA,0,0,"Y",5000,22000,25,623,25.05
"624","Good","PROF235","GWALIOR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2012",500000,404250,12128,48,"Y","SELF","O",20,20,3,"PR005",0,45000,5,"N",5,"N","O",0,0,0,0,"Y",1,"N","PERSONAL USE",1,"GWALIOR","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",10000,35000,35,624,34.65
"626","Good","PROF235","JABALPUR ","TOYOTA INNOVA 2.5 G 7 STR BS IV DIESEL 2014",1100000,804250,29043,36,"Y","SELF","O",25,25,3,"PR005",0,2e+05,8,"Y",5,"Y","R",0,0,0,0,"Y",2,"N","PURCHASED VEHICLE",1,"JABALPUR","POSITIVE","N","SEP",8,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",65000,135000,22,626,21.51
"627","Good","PROF227","MYSORE","HYUNDAI VERNA VGT CRDI DIESEL 2012",800000,504250,12998,60,"Y","APPLICANT","O",30,25,3,"PR002",0,58000,28,"Y",5,"N","R",0,0,0,0,"Y",2,"N","APPLICANT",1,"MYSORE","POSITIVE","N","SAL",22,"TECHNICIAN",NA,0,NA,NA,NA,0,0,"Y",18000,40000,46,627,32.5
"628","Good","PROF252","CHENNAI II","TOYOTA INNOVA 2.5 G4 7 STR DIESEL 2010",800000,504250,13640,60,"Y","APPLICANT","O",27,27,3,"PR007",0,38000,7,"N",6,"N","O",0,0,0,0,"N",1,"N","APPLICANT",1,"ARCOT ","POSITIVE","N","AGR",7,"APPLICANT",NA,0,NA,NA,NA,0,0,"Y",10000,28000,49,628,48.71
"629","Good","PROF245","CALICUT","MAHINDRA BOLERO ZLX BS III DIESEL 2015",700000,550000,17954,42,"Y","APPLICANT","O",45,4,3,"PR005",20,1e+05,15,"Y",5,"N","O",250000,250000,0,6,"Y",2,"N","APPLICANT",1,"VALANCHERY","POSITIVE","N","SEP",5,"PROPRETOR",NA,0,NA,NA,NA,0,0,"Y",25000,75000,24,629,23.94
"630","Good","PROF379","HUBLI","MARUTI SUZUKI SWIFT VDI DIESEL 2009",350000,254250,12713,24,"Y","APPLICANT","R",10,3,3,"PR005",50,112500,2,"N",5,"N","O",3e+05,250000,50,3,"Y",2,"N","APPLICANT",1,"GULBARGA","POSITIVE","N","SEP",2,"PROPRITEOR",NA,0,NA,NA,NA,0,0,"Y",35000,77500,16,630,16.4
"631","Good","PROF152","TIRUNELVELI ","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2010",400000,329250,8780,60,"Y","APPLICANT","O",30,2,3,"PR005",0,45000,15,"Y",5,"N","R",0,0,0,0,"Y",1,"N","FAMILY",1,"","POSITIVE","N","SEP",15,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,45000,20,631,19.51
"634","Good","PROF245","MYSORE","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2012",420000,354250,12501,36,"Y","SELF","O",39,39,3,"PR005",60,2e+05,10,"N",1,"N","O",20000,0,40,2,"Y",2,"N","PURCHASE OF VEHICLE",1,"MANGALORE","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",150000,50000,25,634,25
"635","Good","PROF109","VISAKHAPATNAM","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2010",500000,404250,11165,60,"Y","SELF","R",10,3,3,"PR005",0,90000,10,"N",NA,"N","O",0,0,0,1,"N",1,"N","PERSONAL",1,"KAKINADA","POSITIVE","N","SEP",10,"SELF",NA,0,NA,NA,NA,0,0,"Y",15000,75000,15,635,14.89
"636","Good","PROF252","PUNE","HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2013",400000,350000,9118,60,"Y","SELF","O",20,20,3,"PR009",0,2e+05,20,"N",NA,"Y","O",0,0,0,2,"N",1,"Y","PERSONAL",1,"","POSITIVE","N","AGR",20,"FARMER",NA,0,NA,NA,NA,0,0,"Y",0,200000,5,636,4.56
"637","Good","PROF201","BANGALORE ","HONDA BRIO E MT PETROL 2012",400000,301250,9332,48,"Y","SELF","R",10,0.3,3,"PR002",0,45000,7,"Y",1,"N","R",45000,0,0,1,"Y",1,"N","APPLICANT",1,"BANGLORE","POSITIVE","N","SAL",7,"VOICE PRESIDENT",NA,0,NA,NA,NA,0,0,"Y",20000,25000,53,637,37.33
"638","Good","PROF247","TIRUPATHI","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2009",515000,375000,13936,36,"Y","APPLICANT","O",60,6,3,"PR006",0,78000,35,"Y",5,"N","O",0,0,0,1,"N",1,"Y","FAMILY PURPOSE",1,"TIRUPATHI","POSITIVE","N","SEP",6,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",25000,53000,26,638,26.29
"639","Good","PROF203","ROWB","MARUTI SUZUKI OMNI 8 SEATER BS IV PETROL 2015",300000,169250,6324,36,"Y","SELF","O",29,29,3,"PR005",0,20000,8,"N",5,"N","O",0,0,0,0,"Y",2,"N","APPLICANT ",1,"MATIGARA","POSITIVE","N","SEP",8,"PRORIETOR ",NA,0,NA,NA,NA,0,0,"Y",5000,15000,42,639,42.16
"640","Bad","PROF105","NAGPUR","MARUTI SUZUKI SWIFT VDI DIESEL 2008",250000,204250,7565,36,"Y","SELF","O",12,12,3,"PR005",0,35000,5,"Y",5,"N","O",0,0,0,0,"N",1,"N","PURCHASE OF UC",1,"","POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,35000,22,640,21.61
"641","Good","PROF245","BHATINDA","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2011",400000,354250,11682,42,"Y","SHOP KIPPER","O",20,3,3,"PR005",0,50000,10,"Y",5,"N","O",0,0,0,2,"Y",1,"N","FOR PERSONAL USE ",1,"KOTKAPURA","POSITIVE","N","SEP",10,"SALES MAN",NA,0,NA,NA,NA,0,0,"Y",20000,30000,39,641,38.94
"642","Bad","PROF096","AURANGABAD","MARUTI SUZUKI A STAR LXI PETROL 2011",350000,254250,7670,48,"Y","SELF","O",20,20,3,"PR005",35,85000,2,"Y",1,"N","O",85000,350000,30,2,"Y",2,"N","SELF",1,"DAUND","POSITIVE","N","SEP",2,"PROP",NA,0,NA,NA,NA,0,0,"Y",25450,59550,13,642,12.88
"643","Good","PROF299","CHENNAI I","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2007",550000,454250,22902,24,"Y","APPLICANT","O",45,30,3,"PR005",0,65000,25,"Y",6,"Y","R",0,0,0,4,"Y",2,"N","TO PURCHASE A CAR",1,"","POSITIVE","N","SEP",25,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,50000,46,643,45.8
"644","Good","PROF150","JAIPUR","MAHINDRA SCORPIO DX 2.6 TURBO 7 STR DIESEL 2010",450000,404250,10780,60,"Y","OWNER","O",30,30,3,"PRO20",0,45000,2,"N",5,"N","O",0,0,0,1,"Y",1,"N","PERSONAL USE",1,"","POSITIVE","N","PEN",2,"PPPENSIONER",NA,0,NA,NA,NA,0,0,"Y",10000,35000,31,644,30.8
"646","Bad","PROF252","MYSORE","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010",500000,404250,12350,48,"Y","","",NA,NA,NA,"PR005",50,50000,8,"Y",6,"N","R",350000,0,30,2,"Y",2,"N","PERSONAL USE.",1,"MYSORE AND MANDYA","POSITIVE","N","SEP",8,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"N",12000,38000,33,646,32.5
"647","Good","PROF229","CHENNAI I","MAHINDRA SCORPIO SLE BS III DIESEL 2014",1000000,950000,25239,60,"Y","APPLICANT","O",30,30,3,"PR001",0,45000,33,"Y",6,"N","O",0,0,0,20,"Y",2,"N","USED CAR SALE PURCHASE",1,"","POSITIVE","N","SAL",33,"AGRICULTURE OFFICER",NA,0,NA,NA,NA,0,0,"Y",0,45000,56,647,56.09
"648","Bad","PROF321","KOLHAPUR","TATA INDICA VISTA TERRA QUADRAJET BS IV DIESEL 2011",300000,204250,7700,36,"Y","SELF","L",25,4,3,"PR005",0,50000,7,"Y",5,"N","L",0,0,0,2,"Y",1,"Y","FOR USED CAR PURCHSE",1,"KOLHAPUR","POSITIVE","N","SEP",7,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",7000,43000,18,648,17.91
"649","Good","PROF235","JAIPUR","TOYOTA FORTUNER 3.0 LIMITED EDITION DIESEL 2013",1680000,1004250,34323,36,"Y","SELF","O",10,10,3,"PR003",0,1e+05,7,"Y",1,"Y","O",0,0,0,15,"Y",2,"Y","SALE PURCHASE DEAL",2,"JAIPUR AND MATHURA","POSITIVE","N","SEP",7,"TRUSTEE",NA,0,NA,NA,NA,0,0,"Y",0,100000,34,649,34.32
