"","target","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","Target","UID","Location"
"500","Good","PROF247","KARIMNAGAR","TOYOTA INNOVA 2.5 E DIESEL 2006",350000,254250,12925,24,"Y","OWNED","O",30,30,3,"PR006",0,80000,5,"Y",6,"N","O",0,0,"0","1","N",2,"N","CAR LOAN IN SALE PURCHASE ",1,"RAMAGUNDAM ","POSITIVE","N","SEP",5,"REAL ESTATE ",NA,0,NA,NA,NA,0,0,"Y",0,80000,16,2,500,33
"501","Good","PROF252","BHOPAL ","MARUTI SUZUKI SWIFT VDI DIESEL 2012",500000,304250,9128,48,"Y","FATHER","R",25,5,3,"PR001",0,50303,30,"Y",5,"N","R",28303,0,"0","0","Y",2,"N","PERSONAL",1,"CHHINDWARA","POSITIVE","N","SAL",30,"HEAD CONSTABLE",NA,0,NA,NA,NA,0,0,"Y",12000,38303,24,2,501,25
"502","Good","PROF176","KOLKATA","MAHINDRA SCORPIO VLX BS III DIESEL 2014",1100000,624250,15347,60,"Y","COBORROWER","O",33,3,3,"PR006",0,80000,10,"Y",5,"Y","O",175000,0,"0","6","N",1,"Y","CO APPLICANT ",2,"KOLKATA ","POSITIVE","N","SEP",10,"TRAVEL BUSINESS ",NA,0,NA,NA,NA,0,0,"Y",63000,17000,97,2,502,2
"503","Good","PROF227","PUNE","SKODA LAURA ELEGANCE 1.9 PD DIESEL 2007",300000,254250,12967,24,"Y","SELF","O",35,38,5,"PR002",0,65000,7,"Y",6,"N","L",0,0,"0","12","Y",2,"N","APPLICANT",1,"PUNE","POSITIVE","N","SAL",0.6,"PROJECT MANAGER",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,503,7
"504","Bad","PROF252","INDORE ","MAHINDRA XUV500 W6 4X2 DIESEL 2015",1250000,1110000,41009,36,"Y","SELF ","O",20,20,3,"PR009",0,210000,20,"N",5,"N","O",0,0,"0","0","Y",1,"N","FOR FORCLOSURED PREVIOCUSE LOAN AND FOR SELF USE IN AGRI LAND ",1,"PETLAWAD ","POSITIVE","N","AGR",20,"FARMER ",NA,0,NA,NA,NA,0,0,"Y",95000,115000,36,1,504,18
"505","Good","PROF026","HYDERABAD ","MARUTI SUZUKI ALTO K10 VXI PETROL 2012",300000,200000,7306,36,"Y","APPLICANT ","O",25,19,3,"PR006",0,73000,19,"Y",5,"N","O",60000,0,"0","0","Y",2,"N","FAMILY USAGE ",1,"HYDERABAD ","POSITIVE","N","SEP",19,"PROPEITOR",NA,0,NA,NA,NA,0,0,"Y",15000,58000,13,2,505,30
"506","Bad","PROF210","TRICHY ","CHEVROLET ENJOY 1.4 LT 7 STR PETROL 2014",700000,179250,5551,48,"Y","APPLICANT ","O",52,20,3,"PR005",30,70000,24,"N",5,"N","O",3e+05,25000,"20","1","N",1,"Y","FAMILY USED ",1,"ARANTHANGI","POSITIVE","N","SEP",2,"COOL DRINGS WHOLESALES ",NA,0,NA,NA,NA,0,0,"Y",22528,47472,18,1,506,37
"507","Good","PROF227","MYSORE","DATSUN REDI GO S PETROL 2016",325000,204250,6000,48,"Y","APPLICANT","O",30,30,3,"PR002",0,35000,5,"Y",6,"N","R",0,0,"0","0","Y",2,"N","APPLICANT",1,"MYSORE","POSITIVE","N","SAL",3,"FITNESS TRAINER",NA,0,NA,NA,NA,0,0,"Y",10000,25000,24,2,507,23
"508","Good","PROF227","PUNE","MARUTI SUZUKI ALTO K10 VXI PETROL 2010",185000,104250,3848,36,"Y","APPLICANT","R",5,1,3,"PR002",0,25000,5,"N",6,"N","O",0,0,"0","2","Y",2,"N","PERSONAL USE",1,"PUNE","POSITIVE","N","SAL",2,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,25000,15,2,508,7
"509","Bad","PROF245","ERNAKULAM","MARUTI SUZUKI WAGON R LXI PETROL 2011",320000,260000,6888,60,"Y","APPLICANT","O",50,10,3,"PR003",0,60000,10,"Y",1,"N","O",0,0,"0","2","Y",1,"Y","VEHICLE PURCHASE",1,"ALAPPUZHA","POSITIVE","N","SEP",10,"OWNER",NA,0,NA,NA,NA,0,0,"Y",31736,28264,39,1,509,13
"510","Good","PROF176","PUNE","TOYOTA INNOVA 2.5 V 7STR DIESEL 2010",800000,750000,19375,60,"Y","SELF","O",25,25,3,"PR005",0,2e+05,27,"Y",6,"N","O",0,0,"0","25","Y",2,"N","SELF",1,NA,"POSITIVE","N","SEP",8,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",70000,130000,45,2,510,7
"511","Good","PROF341","NAGPUR","CHEVROLET TAVERA NEO LS B4 7 STR BS III DIESEL 2012",650000,350000,12965,36,"Y","SELF","O",30,9,3,"PR005",0,20000,8,"Y",5,"N","O",0,0,"0","0","Y",1,"Y","FOR FAMILY USE AS WELL COMMERCIAL USE",1,"NAGPUR","POSITIVE","N","SEP",8,"PROP",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,511,3
"512","Good","PROF211","NAGPUR","TOYOTA INNOVA 2.5 G1 DIESEL 2011",800000,658500,17012,60,"Y","SELF","O",30,15,3,"PR005",0,60000,20,"Y",5,"N","O",0,0,"0","0","N",1,"Y","COMMERCIAL USE",1,"NAGPUR","POSITIVE","N","SEP",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",10000,50000,34,2,512,3
"513","Good","PROF289","RAIPUR","HYUNDAI I20 MAGNA 1.4 CRDI DIESEL 2011",300000,154250,7713,24,"Y","SELF","O",6,6,3,"PR005",0,45000,6,"Y",5,"N","O",0,0,"0","1","N",1,"N","CAR LOAN",1,"RAIPUR","POSITIVE","N","SEP",6,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,45000,17,2,513,45
"514","Bad","PROF257","KOLHAPUR","CHEVROLET TAVERA LS B3 10 STR BS II DIESEL 2008",400000,304250,11459,36,"Y","SELF","O",30,30,1,"PR005",40,40000,15,"Y",5,"Y","L",40000,15000,"40","2","N",2,"N","BT TOP UP FOR BUSINESS PURPOSE ",1,"VAGURLA","POSITIVE","N","SEP",15,"PRPPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,29,1,514,11
"515","Good","PROF245","KARIMNAGAR","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2014",950000,910000,23509,60,"Y","CO APPLICANT ","O",28,28,3,"PR005",0,85000,10,"N",1,"Y","O",75000,0,"0","3","Y",1,"Y","CO APPLICANT",2,"HYDRRABAD","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,70000,34,2,515,33
"516","Good","PROF252","MYSORE","MARUTI SUZUKI OMNI 8 SEATER PETROL 2008",200000,104250,5343,24,"Y","FATHER ","O",31,31,3,"PR009",75,3e+05,15,"Y",5,"N","O",0,0,"85","8","N",1,"N","NO OTHER LOANS ",1,"THIRTHAHALLI ","POSITIVE","N","AGR",15,"AGRICULTURE",NA,0,NA,NA,NA,0,0,"Y",10000,290000,2,2,516,23
"517","Good","PROF227","CHENNAI I","HYUNDAI GRAND I10 1.2 KAPPA ASTA PETROL 2015",480000,354250,10776,60,"Y","APPLICANT ","O",25,25,3,"PR002",0,50000,17,"Y",1,"N","R",0,0,"0","20","Y",2,"N","SALE PURCHASE",1,"CHENNAI","POSITIVE","N","SAL",1.5,"REGIONAL MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,50000,22,2,517,12
"518","Good","PROF300","TRICHY ","TATA SUMO GOLD GX BS III DIESEL 2012",440000,344250,12590,36,"Y","PROP","O",23,13,3,"PR005",85,68400,5,"Y",5,"Y","R",40000,1000,"75","1","Y",1,"N","APPLICANT",3,"KULITHALAI","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",10000,58400,22,2,518,37
"519","Bad","PROF245","VIJAYAWADA","MAHINDRA SCORPIO SLE BS IV DIESEL 2011",450000,400000,12170,48,"Y","APPLICANT","O",35,2,3,"PR005",0,70000,5,"Y",1,"N","L",0,0,"0","2","Y",2,"N","USED CAR LOAN",1,"VIJAYAWADA","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,55000,22,1,519,15
"520","Bad","PROF176","COIMBATORE ","RENAULT DUSTER RXL DIESEL 110 DIESEL 2014",1200000,904250,23956,60,"Y","APPLICANT","O",20,8,3,"PR005",0,3e+05,8,"N",NA,"N","R",0,0,"0","6","Y",2,"N","SALE PURCHASE  RENAULT DUSTER",1,"COIMBATORE","POSITIVE","N","SEP",8,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",160000,140000,17,1,520,10
"521","Good","PROF227","RAJKOT","MARUTI SUZUKI ALTO K10 VXI PETROL 2011",180000,120000,4380,36,"Y","SHAILESHBHAI MEJPARA","O",22,22,3,"PR002",1,16000,3,"Y",5,"N","L",16000,100,"1","1","Y",1,"N","OWN USE",1,NA,"POSITIVE","N","SAL",3,"BOILAR OPERATING ",NA,0,NA,NA,NA,0,0,"Y",8000,8000,55,2,521,36
"522","Bad","PROF247","VIJAYAWADA","TOYOTA INNOVA 2.5 G1 DIESEL 2009",550000,454250,16650,36,"Y","APPLICENT","O",20,4,3,"PR005",0,150000,3,"N",5,"N","O",0,0,"0","2","Y",2,"N","CARLOAN",1,"ONGOLE","POSITIVE","N","SEP",12,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",30000,120000,31,1,522,15
"523","Good","PROF245","PUNE","FORD FIGO 1.4 EXI (D) 2012",300000,174250,4540,60,"Y","SELF","R",7,7,3,"PR005",40,60000,5,"N",1,"N","R",2e+05,500000,"40","4","Y",2,"N","SELF",1,"PUNE","POSITIVE","N","SEP",7,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,60000,8,2,523,7
"524","Good","PROF025","HYDERABAD","TOYOTA INNOVA CRYSTA 2.8 Z 7 STR  BS IV DIESEL 2016",1800000,1400000,34045,60,"Y","PROPERTIOR","O",10,10,3,"PR005",0,512000,12,"Y",6,"Y","O",0,0,"0","50","Y",2,"N","BUSINESS USAGE",1,"HYDERABAD","POSITIVE","N","SEP",12,"GENERAL SECRETARY",NA,0,NA,NA,NA,0,0,"Y",300000,212000,16,2,524,49
"525","Good","PROF109","COIMBATORE","HYUNDAI VERNA VGT CRDI DIESEL 2014",800000,704250,18657,60,"Y","SELF ","O",28,28,3,"PR005",0,270000,5,"Y",6,"N","O",0,0,"0","14","N",1,"Y","APPLICANT ",1,"TIRUPUR","POSITIVE","N","SEP",5,"PROPREITOR ",NA,0,NA,NA,NA,0,0,"Y",38400,231600,8,2,525,43
"526","Good","PROF109","VISAKHAPATNAM","FORD FIGO DURATORQ TITANIUM 1.4 DIESEL 2011",350000,304250,8874,48,"Y","SELF","O",20,20,3,"PR005",0,70000,10,"N",NA,"N","O",0,0,"0","0","Y",1,"N","SELF AND CO APPLICANT ",1,"VIZAG","POSITIVE","N","SEP",10,"HOUSE WIFE",NA,0,NA,NA,NA,0,0,"Y",30000,40000,22,2,526,14
"527","Bad","PROF096","COIMBATORE ","CHEVROLET BEAT LT DIESEL 2012",350000,254250,9711,36,"Y","APPLICANT ","O",20,20,3,"PR005",50,35000,4,"Y",3,"N","O",5e+05,0,"40","2","Y",1,"Y","PRESONAL USE ONLY",1,"PERUMANALLUR","POSITIVE","N","SEP",4,"APPLICANT ",NA,0,NA,NA,NA,0,0,"Y",0,35000,28,1,527,10
"528","Good","PROF176","INDORE ","SWIFT VDI 2011",500000,350000,18275,23,"Y",NA,NA,NA,NA,NA,NA,0,0,0,"N",NA,"N",NA,0,0,"0","0","Y",NA,"N",NA,NA,NA,"POSITIVE","N",NA,0,NA,NA,0,NA,NA,NA,0,0,"N",0,0,9.22337e+18,2,528,18
"529","Good","PROF025","LUCKNOW",NA,0,304250,11000,36,"Y","CARE  TAKER","O",40,40,3,"PR005",0,30000,5,"N",NA,"N","O",0,0,"0","2","Y",1,"N","PERSONAL  USE",1,"LUCKNOW ","POSITIVE","N","SEP",5,"CARE TAKER",NA,0,NA,NA,NA,0,0,"Y",0,30000,37,2,529,31
"530","Bad","PROF252","CALICUT","TATA INDICA VISTA LS QUADRAJET DIESEL 2012",255000,189250,8124,30,"Y","APPLICANT FATHER","O",28,28,3,"PR008",0,85000,28,"Y",5,"Y","O",0,0,"0","0","N",1,"N","FOR PURCHASE OF VEHICLE",1,"PALAKKAD","POSITIVE","N","AGR",28,"FARMER",NA,0,NA,NA,NA,0,0,"Y",47887,37113,36,1,530,42
"531","Good","PROF247","TIRUNELVELI ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2008",1400000,499250,15394,48,"Y","APPLICANT","O",7,4,3,"PR006",50,50000,4,"Y",5,"N","R",1e+05,10000,"36","1","Y",2,"N","APPLICANT",2,"THUCKALAI","POSITIVE","N","SEP",4,"PROPIRATOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,31,2,531,19
"532","Bad","PROF356","INDORE ","CHEVROLET SPARK LT 1.0 PETROL 2010",200000,154250,5571,36,"Y","BROTHER ","O",24,18,1,"PR006",0,35000,1,"Y",5,"Y","R",0,0,"0","0","Y",1,"N","PERSONAL USE",1,"INDORE","POSITIVE","N","SEP",1,"ONWER",NA,0,NA,NA,NA,0,0,"Y",25000,10000,63,1,532,18
"533","Good","PROF319","BANGALORE ","HYUNDAI GRAND I10 1.2 KAPPA MAGNA PETROL 2016",450000,404250,12791,46,"Y","SELF","O",35,10,3,"PR006",0,60000,5,"Y",6,"N","O",60000,0,"0","1","Y",1,"Y","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",5,"LAND LORD RENTAL INCOME",NA,0,NA,NA,NA,0,0,"Y",10000,50000,26,2,533,9
"534","Good","PROF207","SALEM ","MARUTI SUZUKI ERTIGA ZDI DIESEL 2015",930000,508500,13052,60,"Y","APPLICANT","O",45,30,3,"PR006",50,40000,10,"N",5,"N","O",0,300000,"35","3","N",1,"N","APPLICANT ",1,"SALEM","POSITIVE","N","SEP",10,"OWNER",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,534,22
"535","Bad","PROF286","COIMBATORE ","MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2008",286000,247250,9444,36,"Y","APPLICANT ","R",5,4,3,"PR002",0,18000,8,"Y",1,"N","O",0,0,"0","0","Y",2,"N","PERSONAL USE ONLY",1,"TIRUPUR","POSITIVE","N","SAL",1,"RELATIONSHIP OFFICER ",NA,0,NA,NA,NA,0,0,"Y",0,18000,52,1,535,10
"536","Good","PROF227","JAIPUR","CHEVROLET BEAT PS PETROL 2010",150000,104250,5387,24,"Y","SELF","O",20,20,3,"PR002",0,6000,2,"Y",6,"N","O",0,0,"0","2","Y",1,"N","SAIL PURCHASE ",1,NA,"POSITIVE","N","SAL",2,"ACCOUNTS",NA,0,NA,NA,NA,0,0,"Y",0,6000,90,2,536,48
"537","Good","PROF356","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2010",300000,284250,10502,36,"Y","APPLICANT","O",25,25,3,"PR005",0,125000,6,"Y",1,"N","R",1500000,3500000,"0","5","Y",2,"N","APPLICANT",1,"WARANGAL","POSITIVE","N","SEP",2,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",40000,85000,12,2,537,33
"538","Good","PROF349","KOLKATA","MARUTI SUZUKI OMNI 8 SEATER BS II PETROL 2014",220000,124250,4513,36,"Y","CUSTOMER",NA,42,17,3,NA,20,30000,15,"Y",5,"Y","O",20000,100000,"20","0","Y",1,"Y","LOAN WILL BE USE FOR PURCHESE OF 1 NO MARUTI OMNI CAR",NA,"BASHIRHAT","POSITIVE","N","SEP",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,30000,15,2,538,2
"539","Bad","PROF265","MADURAI","HYUNDAI GRAND I10 MAGNA 1.1 CRDI DIESEL 2013",500000,404250,10949,60,"Y","HUSBAND","L",33,2,3,"PR006",0,55000,10,"Y",1,"N","R",0,0,"0","3","Y",2,"N","FAMILY USE",2,"MADURAI","POSITIVE","N","SEP",10,"INCHARGE",NA,0,NA,NA,NA,0,0,"Y",10000,45000,24,1,539,1
"540","Good","PROF235","BHOPAL","MAHINDRA XYLO D2 BS IV DIESEL 2011",425000,354250,13309,36,"Y","SELF","O",58,48,3,"PR005",0,240000,17,"Y",5,"N","O",0,0,"0","0","Y",2,"N","BUSINESS PURPOSE",1,"CHHINDWARA","POSITIVE","N","SEP",17,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",60000,180000,7,2,540,24
"541","Good","PROF252","MYSORE","FORD FIGO DURATORQ TITANIUM 1.4 DIESEL 2012",300000,254250,9300,36,"Y","COAPPLICANT","O",35,15,3,"PR007",50,35000,10,"Y",NA,"N","O",0,0,"0","0","Y",1,"Y","AGRI PURPOSE",1,"HASSAN","POSITIVE","N","AGR",8,"AGRICULTURIST",NA,0,NA,NA,NA,0,0,"Y",5000,30000,31,2,541,23
"542","Bad","PROF109","ROWB","TATA SUMO GOLD EX 2013",625000,164250,6110,36,"Y","SELF","O",52,52,3,"PR007",0,25000,35,"Y",5,"Y","O",0,0,"0","0","N",1,"Y","PURCHASE OF VEHICLE ",2,"MURSHIDABAD ","POSITIVE","N","AGR",35,"OWNER",NA,0,NA,NA,NA,0,0,"Y",12000,13000,47,1,542,8
"543","Bad","PROF252","JABALPUR ","RENAULT DUSTER 110 PS RXL DIESEL 2014",1100000,808500,21224,60,"Y","APPLICANT","O",27,27,3,"PR009",45,2e+06,20,"N",5,"N","O",1500000,150000,"45","0","Y",1,"N","PERSONAL",1,"GADARWARA","POSITIVE","N","AGR",20,"PROPERTIOR",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,1,543,40
"544","Bad","PROF397","VIJAYAWADA","HYUNDAI SANTRO ECO GLS PETROL LPG 2010",250000,174250,7019,36,"Y","APPLICANT","O",20,20,3,"PR005",0,60000,4,"Y",2,"Y","R",5e+05,700000,"0","2","Y",1,"N","OWN",1,"NELLORE","POSITIVE","Y","SEP",4,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",25000,35000,20,1,544,15
"545","Bad","PROF096","RAIPUR","MARUTI SUZUKI SX4 VXI BS IV PETROL 2010",350000,244250,8943,36,"Y","son","L",20,20,3,"PR001",0,70000,30,"Y",5,"N","L",0,0,"0","250","Y",2,"N","KORBA",1,"KORBA","POSITIVE","N","SAL",30,"P S ",NA,0,NA,NA,NA,0,0,"Y",40000,30000,30,1,545,45
"546","Good","PROF207","TRICHY","TATA INDICA V2 LS DIESEL 2012",200000,134250,6903,24,"Y","APPLICANT","O",10,10,3,"PR005",50,83000,6,"Y",5,"Y","O",2e+05,100000,"25","0","Y",1,"N","APPLICANT",1,"PUDUKKOTTAI","POSITIVE","N","SEP",6,"PROP",NA,0,NA,NA,NA,0,0,"Y",25000,58000,12,2,546,57
"547","Bad","PROF219","VIJAYAWADA","MARUTI SUZUKI ALTO K10 VXI PETROL 2011",200000,150000,5728,36,"Y","RELATIVE","O",20,20,3,"PR005",0,70000,20,"N",NA,"N","O",0,0,"0","10","N",1,"Y","APPLICANT",1,"VIJAYAWADA ","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",30000,40000,14,1,547,15
"548","Bad","PROF082","KOLKATA","MARUTI SUZUKI OMNI LPG BS IV PETROL 2014",300000,144250,5510,36,"Y","APPLICANT ","O",26,26,3,"PR005",0,18000,3,"N",5,"Y","O",0,0,"0","2","N",1,"Y","APPLICANT ",1,"ULUBERIA HOWRAH","POSITIVE","N","SEP",3,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",2000,16000,34,1,548,2
"549","Good","PROF176","INDORE ","TOYOTA INNOVA 2.5 G 7 STR BS III DIESEL 2012",904000,800000,22263,48,"Y","SELF","O",10,10,3,"PR005",15,1e+05,10,"N",6,"N","O",1e+06,0,"15","4","Y",2,"N","VEHICLE PURCHASED",1,"INDORE","POSITIVE","N","SEP",10,"PROPREITER",NA,0,NA,NA,NA,0,0,"Y",25000,75000,30,2,549,18
"550","Good","PROF337","NAGPUR","MARUTI SUZUKI OMNI 8 SEATER PETROL 2013",200000,154250,5713,36,"Y","SELF","O",15,3,3,"PR005",0,80000,15,"Y",5,"Y","O",1e+05,0,"0","0","N",1,"Y","SISTER MARRAIGE",1,NA,"POSITIVE","N","SEP",15,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,80000,7,2,550,3
"551","Good","PROF273","GWALIOR","MARUTI SUZUKI ALTO K10 VXI PETROL 2014",260000,204250,7691,36,"Y","HUSBAND","O",20,3,3,"PR002",0,35000,1,"Y",5,"N","O",0,0,"0","0","Y",2,"N","PERSONAL USE",2,NA,"POSITIVE","N","SAL",1,"NURSE",NA,0,NA,NA,NA,0,0,"Y",10000,25000,31,2,551,51
"552","Good","PROF207","INDORE ","CHEVROLET BEAT LT DIESEL 2013",400000,354250,8857,60,"Y","SELF","O",43,43,3,"PR005",0,28000,5,"Y",5,"N","O",0,0,"0","0","N",1,"Y","PERSONAL",1,"INDORE","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",11500,16500,58,2,552,18
"553","Bad","PROF235","ORISSA","FORD FIESTA CLASSIC SXI 1.4 TDCI DIESEL 2012",800000,304250,9001,48,"Y","APPLIOCANT","R",3,1,3,"PR005",100,60000,2,"Y",5,"Y","R",60000,0,"100","1","N",1,"Y","GIVEN TO SALER",1,"BHUBANESWAR","POSITIVE","N","SEP",2,"PROPRETIOR",NA,0,NA,NA,NA,0,0,"Y",22000,38000,24,1,553,29
"554","Good","PROF262","SURAT","HYUNDAI I20 SPORTZ 1.2 BS IV PETROL 2011",400000,304250,10987,36,"Y","APPLICANT","O",25,10,3,"PR006",0,65000,7,"Y",6,"Y","O",0,0,"0","0","Y",1,"Y","SELF",2,"SURAT","POSITIVE","N","SEP",5,"EMBROIDERY HAND JOB INCOME ",NA,0,NA,NA,NA,0,0,"Y",21242,43758,34,2,554,44
"555","Bad","PROF305","NAGPUR","MARUTI SUZUKI SWIFT VDI DIESEL 2012",400000,304250,11269,36,"Y","SELF","O",10,10,3,"PR005",0,80000,2,"N",NA,"N","R",0,0,"0","2","Y",2,"N","NAA",1,NA,"POSITIVE","N","SEP",2,"SELF EMPLOYE",NA,0,NA,NA,NA,0,0,"Y",20000,60000,19,1,555,3
"556","Good","PROF252","MYSORE","MAHINDRA XUV500 W10 FWD DIESEL 2015",1501888,808500,21430,60,"Y","SELF","R",42,2,3,"PR008",60,135000,20,"N",NA,"N","O",2e+05,0,"40","2","Y",1,"N","PURCHASE OF VEHICLE",1,"MYSORE","POSITIVE","N","AGR",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",50000,85000,25,2,556,23
"557","Good","PROF109","TIRUNELVELI ","MAHINDRA SCORPIO SLX 2.6 TURBO 8 STR DIESEL 2007",400000,204250,13560,18,"Y","COAPPLICANT","O",12,12,3,"PR005",40,60000,12,"Y",5,"N","R",350000,100000,"30","2","Y",2,"N","APPLICANT",1,"NAGERCOIL","POSITIVE","N","SEP",12,"PROPEIRATOR",NA,0,NA,NA,NA,0,0,"Y",0,60000,23,2,557,19
"558","Bad","PROF278","CHENNAI I","FORD ECOSPORT AMBIENTE 1.5 TDCI DIESEL 2013",700000,604250,17624,48,"Y","BORROWER","O",20,20,3,"PR005",0,2e+05,5,"Y",1,"Y","R",0,0,"0","5","Y",2,"N","BUSINESS PURPOSE",1,"CHENNAI","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",14000,186000,16,1,558,12
"559","Bad","PROF235","BHOPAL","TATA SAFARI 4X4 EX DIESEL 2011",550000,304250,8874,48,"Y","SELF","O",20,20,3,"PR006",60,2e+05,25,"N",5,"Y","L",2e+06,4000000,"30","40","N",2,"N","PURCHASE THE VEHICLE",1,"BHOPAL","POSITIVE","N","SEP",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",100000,100000,9,1,559,24
"560","Good","PROF356","VISAKHAPATNAM","HYUNDAI VERNA CRDI 1.6 EX AT DIESEL 2011",550000,454250,13821,48,"Y","SELF","O",30,13,3,"PR005",0,50000,10,"Y",1,"N","O",0,0,"0","2","Y",1,"Y","SELF",2,"VIZAG","POSITIVE","N","SEP",10,"BUILDING MATERIAL CONTRACTS",NA,0,NA,NA,NA,0,0,"Y",0,50000,28,2,560,14
"561","Good","PROF252","INDORE ","TOYOTA ETIOS LIVA GD DIESEL 2012",400000,364250,13154,36,"Y",NA,NA,NA,NA,NA,NA,0,NA,0,"N",NA,"N",NA,0,0,"0","0","Y",NA,NA,NA,NA,NA,"POSITIVE",NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,"N",0,0,0,2,561,18
"562","Good","PROF235","ORISSA","MAHINDRA XUV500 W6 DIESEL 2012",1300000,858500,31360,36,"Y","PROPRIETOR","O",30,15,3,"PR005",5,510000,7,"Y",1,"N","R",1.2e+07,0,"3","50","Y",2,"N","GIVEN TO SELLER",1,"CHANDIKHOLE","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",156767,353233,30,2,562,29
"563","Good","PROF258","MADURAI","MAHINDRA SCORPIO VLX BS III DIESEL 2011",650000,454250,12420,60,"Y","SELF","O",3,3,3,"PR006",0,60000,4,"Y",5,"Y","O",0,0,"0","20","Y",2,"N","PERSONAL USE",1,"MADURAI","POSITIVE","N","SEP",4,"INCHARGE SPOUSE IS PROP",NA,0,NA,NA,NA,0,0,"Y",30000,30000,41,2,563,1
"564","Good","PROF256","MYSORE","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010",380000,154250,5680,36,"Y","owner","O",50,36,3,"PR006",0,25000,18,"Y",5,"N","O",0,0,"0","2","N",1,"Y","PURCHASE VEHICHLE",1,"BANTWAL","POSITIVE","N","SEP",15,"WHOLESALE DEALER",NA,0,NA,NA,NA,0,0,"Y",0,25000,23,2,564,23
"565","Good","PROF358","VIJAYAWADA","MARUTI SUZUKI ERTIGA ZDI DIESEL 2014",650000,600000,15235,60,"Y","PROPRITOR","O",30,30,3,"PR005",0,102000,15,"Y",5,"Y","O",0,0,"0","2","Y",1,"N","PURCHASE OF THE VEHICLE",1,"GUDIVADA","POSITIVE","N","SEP",15,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",35450,66550,37,2,565,15
"566","Good","PROF397","VISAKHAPATNAM","FORD FIGO 1.4 TDCI DIESEL 2010",250000,204250,7802,36,"Y","SELF","O",12,12,3,"PR005",0,150000,12,"Y",1,"Y","R",0,0,"0","2","Y",2,"Y","SELF",1,"VIZAG","POSITIVE","N","SEP",12,"SELF",NA,0,NA,NA,NA,0,0,"Y",50000,100000,8,2,566,14
